Id;Species;Accession Name;Origine Continent;Type (Wild/Cultivated);Sowing_Localisation;Replicate_nb (1/2);Plant_nb (1 to 3);Panicle_nb (1 to 3);Rachis_length (RL in cm);Primary Branch Number (PBN);Average of Primary Branch length in cm (PBL);Average of Internode along Primary Branch in cm (PBIL);Secondary Branch Number (SBN);Average of Secondary Branch length in cm (SBL);Average of Internode along secondary Branch in cm  (SBIL);Tertiary Branch Number (TBN);Spikelet Number (SpN)
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;1;2;9.54;8;10.15;1.36;12;2.65;0.24;0;113
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;1;3;12.56;10;9.43;1.4;12;1.77;0.6;0;111
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;2;1;17.3;14;8.54;1.33;9;1.45;0.8;0;106
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;2;2;10.77;11;8.27;1.08;11;1.43;0.5;0;98
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;2;3;12.68;12;8.41;1.15;10;1.73;0.51;0;125
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;3;1;9.61;11;8.89;0.96;16;1.96;0.28;0;103
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;3;2;11.28;10;9;1.25;13;1.87;0.41;0;132
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;3;3;11.95;12;8.45;1.09;17;1.59;0.3;0;94
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;1;1;11.3;11;9;1.13;12;1.77;0.34;0;121
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;1;2;14.02;10;8.06;1.56;11;1.72;0.35;0;95
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;1;3;14.26;10;10.21;1.59;12;1.89;0.46;0;122
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;2;1;11.88;12;8.12;1.08;12;2.03;0.43;0;112
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;2;2;11.37;10;9.02;1.26;13;1.69;0.32;0;107
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;2;3;12.1;13;9.53;1.01;19;1.69;0.41;0;123
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;3;1;12.06;10;7.27;1.34;6;1.51;0.39;0;88
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;3;2;12.23;11;8.92;1.22;14;1.66;0.5;0;127
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;2;3;3;10.32;9;8.82;1.29;16;1.91;0.38;0;111
Or02;Or;OR10-3;Asia;Wild;Montpellier - France;1;1;1;16.83;7;5.4;2.81;2;1.25;0.28;0;50
Or02;Or;OR10-3;Asia;Wild;Montpellier - France;1;1;3;9.77;5;5.03;2.44;1;1.15;1.33;0;31
Or02;Or;OR10-3;Asia;Wild;Montpellier - France;1;1;2;10.93;6;4.47;2.18;0;0;0;0;40
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;1;1;22.88;17;7.51;1.43;20;1.65;0.87;0;186
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;1;2;20.52;12;8.37;1.87;19;1.81;0.57;0;130
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;1;3;17.41;12;6.96;1.58;10;1.9;1.31;0;84
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;2;1;18.47;16;6.49;1.23;16;1.65;0.66;0;134
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;2;2;15.8;14;5.19;1.22;2;0.98;0.88;0;77
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;2;3;18.05;15;5.9;1.29;10;1.59;0.68;0;105
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;3;1;16.09;13;5.97;1.34;4;1.27;0.65;0;89
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;3;2;11;9;5.63;1.38;5;1.56;1.02;0;60
Or04;Or;OR7-1;Asia;Wild;Montpellier - France;1;3;3;10.82;8;5.74;1.55;7;1.54;0.65;0;70
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;1;1;14.02;8;10.39;2;9;1.74;1.51;0;71
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;1;2;15.55;8;10.67;2.22;12;2.06;1.68;0;80
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;1;3;9.29;6;8.34;1.86;5;1.63;1.05;0;42
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;2;1;15.88;9;9.83;1.99;11;2.08;1.09;0;85
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;2;2;14.1;8;10.57;2.01;13;1.83;1.21;0;74
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;2;3;15.38;9;9.18;1.92;10;1.91;1.73;0;84
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;3;1;13.46;8;8.67;1.92;8;2;1.56;0;74
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;3;2;12.75;7;7.2;2.12;3;1.55;1.97;0;47
Or06;Or;W1654 (2) / B;Asia;Wild;Montpellier - France;1;3;3;11.65;7;8.89;1.94;8;1.8;1.54;0;63
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;1;1;14.48;8;10.81;2.07;17;2.28;0.94;0;99
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;1;2;13.94;8;10.75;1.99;17;2.13;1.05;0;96
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;1;3;18.98;10;9.99;2.11;24;2.35;0.39;0;136
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;2;1;27.79;13;10.11;2.31;3;1.86;2.36;0;86
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;2;2;19.44;8;10.32;2.78;1;1.43;2;0;54
Or08;Or;W1715;Asia;Wild;Montpellier - France;1;2;3;27.11;9;11.07;3.39;5;1.57;4.2;0;55
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;1;1;14.37;11;5.23;1.44;7;1.4;1.53;0;74
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;1;2;9.41;8;5.11;1.34;2;1.42;1.32;0;49
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;1;3;9.51;8;5.89;1.36;5;1.43;1.2;0;65
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;2;1;12.96;12;7.59;1.18;16;1.84;1.1;0;144
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;2;2;12.62;11;7.4;1.26;16;1.75;1.07;0;98
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;2;3;12.83;12;5.95;1.17;9;1.46;1.15;0;88
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;3;1;13.33;14;7.05;1.03;25;1.82;0.75;0;145
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;3;2;13.14;14;6.86;1.01;23;1.65;0.72;0;148
Or09;Or;W1723;Asia;Wild;Montpellier - France;1;3;3;14.71;14;7.07;1.13;29;1.72;0.59;0;154
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;1;1;11.3;7;7.06;1.88;8;1.74;0.98;0;57
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;1;2;10.42;7;7.67;1.74;8;1.67;1.19;1;63
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;1;3;8.57;6;5.94;1.71;5;1.29;1.24;0;37
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;2;1;17.15;7;10.43;2.86;15;1.89;1.14;0;85
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;2;2;16.54;8;11.13;2.36;15;1.67;1.58;0;83
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;2;3;17.61;8;10.52;2.52;15;1.86;1.37;0;86
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;3;1;16.88;7;8.9;2.81;9;1.72;1.19;0;67
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;3;2;15.59;8;8.68;2.23;9;1.92;1.19;0;74
Or12;Or;W1654 (1);Asia;Wild;Montpellier - France;1;3;3;11.7;7;7.93;1.95;4;1.76;1.68;0;52
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;1;1;8.5;5;8.08;2.13;3;1.29;1.92;0;45
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;1;2;13.21;5;10.53;3.31;7;1.46;1.62;0;52
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;1;3;8.27;4;7.18;2.76;1;1.81;4.14;0;25
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;2;1;14.23;6;9.35;2.85;6;1.22;1.25;0;58
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;2;2;11.63;5;7.71;2.91;2;1.32;1.44;0;36
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;2;3;11.27;5;3.78;2.82;0;0;0;0;22
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;3;1;11.94;6;7.61;2.39;0;0;0;0;48
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;3;2;12.9;7;6.76;2.15;0;0;0;0;48
Or13;Or;W0133;Asia;Wild;Montpellier - France;1;3;3;13.3;7;7.88;2.22;2;1.82;1.94;0;48
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;1;1;15.21;11;8.25;1.52;22;1.95;0.76;0;121
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;1;2;17.25;11;9.47;1.73;24;1.87;0.91;0;130
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;1;3;11.76;9;7.62;1.47;11;1.69;0.94;0;77
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;2;1;17.16;10;8.59;1.91;15;1.96;1.02;0;99
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;2;2;15.68;9;9.49;1.96;19;2.24;0.66;0;99
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;2;3;15.38;9;8.17;1.92;13;1.83;1.01;0;86
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;3;1;14.09;10;9.48;1.57;24;2.01;0.66;0;118
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;3;2;16.87;13;7.26;1.41;21;1.59;0.76;0;119
Or15;Or;W1090;Asia;Wild;Montpellier - France;1;3;3;16.34;10;9.2;1.82;26;1.77;0.56;0;110
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;1;1;8.8;6;5.99;1.76;0;0;0;0;28
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;1;2;8.73;6;6.29;1.75;0;0;0;0;36
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;1;3;6.42;5;4.29;1.61;0;0;0;0;22
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;2;1;11.31;7;6.03;1.88;0;0;0;0;35
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;2;2;7.79;7;4.49;1.3;0;0;0;0;28
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;2;3;9.2;6;4.21;1.84;0;0;0;0;25
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;3;1;12.38;7;5.67;2.07;1;0.85;0.66;0;38
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;3;2;8.71;7;4.15;1.45;0;0;0;0;33
Or17;Or;DN10-1;Asia;Wild;Montpellier - France;1;3;3;8.7;6;4.85;1.74;0;0;0;0;31
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;1;1;11.93;10;6.35;1.33;2;1.15;1.03;0;75
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;1;2;8.35;7;5.77;1.39;1;0.85;1.17;0;40
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;1;3;7.05;7;5.09;1.18;1;0.72;0.76;0;40
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;2;1;9.4;6;9.28;1.88;7;1.26;0.53;0;64
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;2;2;5.88;6;6.51;1.17;0;0;0;0;41
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;2;3;9.47;7;6.88;1.58;2;1.1;1.54;0;48
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;3;1;12.31;8;8.69;1.76;13;1.29;0.81;0;86
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;3;2;7.3;6;7.56;1.46;4;1.32;0.49;0;48
Or18;Or;DN13-10;Asia;Wild;Montpellier - France;1;3;3;8.39;7;6.88;1.4;2;1.11;1.96;0;52
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;1;1;18.26;6;13.69;3.65;5;1.91;3.4;0;61
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;1;2;22.8;8;8.97;3.26;3;1.62;1.7;0;60
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;1;3;22.04;7;10.27;3.67;7;1.43;2.74;0;59
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;2;1;17.2;8;11.47;2.46;8;1.89;1.7;0;82
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;2;2;18.85;9;9.44;2.36;5;1.8;3.11;0;73
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;2;3;14.94;6;9.41;2.99;2;1.57;2.5;0;45
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;3;1;23.07;8;10.47;3.3;12;1.96;1.13;0;89
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;3;2;14.96;6;12.19;2.99;11;1.86;2.38;0;61
Or19;Or;DR38-3;Asia;Wild;Montpellier - France;1;3;3;18.32;5;14.65;4.58;14;2.05;1.35;0;64
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;1;1;5.38;4;6.74;1.79;1;1.26;3.39;0;27
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;1;2;6.57;5;7.07;1.64;4;1.16;1.54;0;39
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;1;3;6.81;4;7.13;2.27;5;1.14;0.94;0;34
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;3;1;10.01;7;4.55;1.67;0;0;0;0;39
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;3;2;7.97;5;8.13;1.99;5;1.28;2.35;0;45
Or20;Or;W0141;Asia;Wild;Montpellier - France;1;3;3;6.16;3;2.81;3.08;0;0;0;0;8
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;1;1;5.67;4;6.78;1.89;4;0.92;1.29;0;31
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;1;2;11.2;6;7.1;2.24;8;1.18;0.76;0;53
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;1;3;8.41;6;5.56;1.68;5;1.22;0.69;0;43
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;2;1;8.37;5;6.83;2.09;4;0.89;0.79;0;35
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;2;2;7.61;5;5;1.9;2;1.11;0.93;0;27
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;2;3;8.02;6;4.62;1.6;2;1.29;0.78;0;35
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;3;1;7.86;5;5.79;1.97;4;0.99;1.19;0;32
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;3;2;7.77;6;4.58;1.56;1;0.84;0.38;0;33
Or21;Or;W1534;Asia;Wild;Montpellier - France;1;3;3;8.97;6;5.26;1.8;1;0.83;0.68;0;34
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;1;1;14.1;7;6.92;2.35;0;0;0;0;41
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;1;2;13.58;7;9.5;2.26;4;1.65;2.45;0;56
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;1;3;13.03;6;8.41;2.61;1;1.9;1.76;0;43
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;2;1;14.68;7;8.89;2.45;3;2.01;2.67;0;56
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;2;2;13.26;7;8;2.21;4;1.32;1.7;0;52
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;2;3;15.16;8;9.07;2.16;8;1.52;1.02;0;76
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;3;1;16.41;7;8.22;2.74;4;1.27;1.61;0;58
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;3;2;15.78;7;7.57;2.63;5;1.4;0.97;0;58
Or23;Or;W0126;Asia;Wild;Montpellier - France;1;3;3;15.77;7;8.26;2.63;7;1.27;0.64;0;69
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;1;1;6.08;4;6.26;2.03;2;1.62;2.05;0;25
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;1;2;7.75;6;6.03;1.55;1;1.33;2.02;0;39
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;1;3;7.73;5;5.77;1.94;1;1.2;1.77;0;31
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;2;1;8.79;6;6.21;1.76;2;1.45;2.13;0;38
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;2;2;5.49;4;7.6;1.83;2;1.21;0.97;0;27
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;2;3;2.88;3;5.27;1.44;0;0;0;0;17
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;3;1;8.45;6;6.06;1.69;2;1.03;2.4;0;38
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;3;2;8.59;6;6.52;1.72;2;1.06;2.15;0;44
Or27;Or;W0106;Asia;Wild;Montpellier - France;1;3;3;4.41;4;5.66;1.47;0;0;0;0;21
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;1;1;16.9;9;9.26;2.11;10;1.13;2.24;0;78
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;1;2;12.84;8;9.44;1.83;12;1.08;1.08;0;80
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;1;3;13.12;8;8.32;1.87;7;1.2;0.93;0;69
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;2;1;13.4;8;9.62;1.91;13;1.32;1.04;0;78
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;2;2;13.68;8;8.41;1.95;13;1.1;1.23;0;84
Or28;Or;W0179-2;Asia;Wild;Montpellier - France;1;2;3;12.56;8;5.62;1.79;0;0;0;0;50
Or29;Or;W0509-2;Asia;Wild;Montpellier - France;1;1;1;6.46;5;4.84;1.62;0;0;0;0;26
Or29;Or;W0509-2;Asia;Wild;Montpellier - France;1;1;2;2.5;2;4.57;2.5;1;1.08;1.12;0;11
Or29;Or;W0509-2;Asia;Wild;Montpellier - France;1;2;1;4.48;4;2.96;1.49;1;1.18;0.49;0;15
Or29;Or;W0509-2;Asia;Wild;Montpellier - France;1;2;2;1.22;2;3.02;1.22;1;1.02;0.92;0;7
Or29;Or;W0509-2;Asia;Wild;Montpellier - France;1;2;3;3;3;2.76;1.5;0;0;0;0;12
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;1;1;12.47;10;5.24;1.39;4;0.8;1.29;0;77
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;1;2;7.19;7;6.1;1.2;5;1.25;1.76;0;51
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;1;3;12.4;10;5.21;1.38;8;0.94;1.24;0;69
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;2;1;14.63;13;5.98;1.22;15;0.92;1.12;0;121
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;2;2;7.13;5;6.48;1.78;3;1.34;1.53;0;42
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;2;3;13.97;11;5.52;1.4;11;0.92;1.04;0;94
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;3;1;10.26;9;5.58;1.28;4;1.19;1.8;0;66
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;3;2;7.87;6;5.89;1.57;5;1.33;1.78;0;42
Or30;Or;W0557;Asia;Wild;Montpellier - France;1;3;3;11.68;9;4.7;1.46;6;0.92;1.25;0;58
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;1;1;14.51;7;7.71;2.42;11;1.27;0.81;0;65
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;1;2;12.91;7;7.77;2.15;10;1.09;0.67;0;75
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;1;3;16.14;8;7.18;2.31;10;1.09;0.94;0;75
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;2;1;14.63;8;6.98;2.09;18;1.02;0.3;0;100
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;2;2;13.01;7;7.21;2.17;16;1.2;0.38;0;94
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;2;3;14.36;8;6.49;2.05;16;1.07;0.48;0;96
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;3;1;11.74;7;4.5;1.96;2;1.18;1.01;0;46
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;3;2;10.46;7;4.91;1.74;6;0.9;0.55;0;51
Or31;Or;W0559;Asia;Wild;Montpellier - France;1;3;3;13.1;7;6.43;2.18;10;1.69;0.58;0;80
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;1;1;10;6;6.95;2;4;0.99;1.63;0;54
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;1;2;8.42;5;6.6;2.11;4;0.95;1.58;0;45
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;1;3;7.71;6;4.69;1.54;2;0.74;1.67;0;35
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;2;1;9.14;6;7.59;1.83;10;1.36;1.06;0;69
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;2;2;13.62;8;6.46;1.95;9;1.14;0.89;0;79
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;2;3;7.2;6;7.67;1.44;7;1.18;1.14;0;59
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;3;1;8.32;6;6.76;1.66;8;0.86;1.01;0;60
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;3;2;9.86;7;5.47;1.64;4;1.1;1.26;0;57
Or32;Or;W0144;Asia;Wild;Montpellier - France;1;3;3;11.26;7;6.41;1.88;8;0.99;0.87;0;65
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;1;1;7.13;6;3.4;1.43;0;0;0;0;29
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;1;2;6.3;5;2.8;1.58;0;0;0;0;22
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;1;3;8.36;7;3.66;1.39;0;0;0;0;37
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;2;1;13.61;8;3.6;1.94;0;0;0;0;46
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;2;2;7.33;6;2.87;1.47;1;1.08;0.88;0;34
Or33;Or;W1161;Asia;Wild;Montpellier - France;1;2;3;11.16;8;3.46;1.6;0;0;0;0;41
Or34;Or;W0627-2;Asia;Wild;Montpellier - France;1;3;1;6.55;5;5.35;1.64;3;0.83;1.48;0;38
Or34;Or;W0627-2;Asia;Wild;Montpellier - France;1;3;2;10.06;7;3.62;1.68;0;0;0;0;34
Or34;Or;W0627-2;Asia;Wild;Montpellier - France;1;3;2;5.83;4;2.75;1.94;0;0;0;0;16
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;1;1;10.93;7;7.2;1.82;5;1.09;1.12;0;65
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;1;2;10.32;7;6.33;1.72;3;1.19;1.06;0;50
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;1;3;14.47;8;6.01;2.07;0;0;0;0;55
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;2;1;13.59;8;7.67;1.94;7;1.35;1.63;0;68
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;2;2;11.89;7;7.5;1.98;4;0.97;1.3;0;61
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;2;3;12.65;8;5.96;1.81;3;0.96;1.31;0;56
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;3;1;12.74;7;7.27;2.12;3;1.26;1.6;0;61
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;3;2;12.01;7;6.55;2;0;0;0;0;49
Or42;Or;W0163;Asia;Wild;Montpellier - France;1;3;3;9;7;5.81;1.5;1;0.72;1.44;0;45
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;2;1;3.96;3;4.83;1.99;0;0;0;0;15
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;2;2;5.27;3;4.4;2.64;1;1.2;2.1;0;12
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;2;3;3.79;3;6.07;1.89;0;0;0;0;17
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;3;1;7.21;3;3.43;3.6;0;0;0;0;10
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;3;2;5.78;4;2.87;1.92;0;0;0;0;13
Or43;Or;W0168;Asia;Wild;Montpellier - France;1;3;3;4.87;3;3.29;2.44;0;0;0;0;8
Or44;Or;W0179;Asia;Wild;Montpellier - France;1;1;1;10.26;7;8.44;1.71;9;1.06;1.41;0;62
Or44;Or;W0179;Asia;Wild;Montpellier - France;1;1;2;12.14;8;6.58;1.74;3;0.99;1.65;0;57
Or44;Or;W0179;Asia;Wild;Montpellier - France;1;1;3;12.15;8;7.09;1.73;5;0.93;1.33;0;65
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;1;1;7.15;5;6.94;1.79;6;1.68;1.18;0;36
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;1;2;8.06;5;7.18;2.01;5;1.6;2.01;0;39
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;1;3;10.04;5;5.17;2.51;3;1.41;1.58;0;24
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;2;1;8.17;6;6.95;1.63;6;1.73;1.07;0;48
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;2;2;6.25;6;5.2;1.25;1;1.41;2.36;0;34
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;2;3;4.48;5;5.71;1.12;5;1.22;1.07;0;32
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;3;1;14.84;8;7.3;2.12;7;1.34;1.2;0;66
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;3;2;10.76;6;8.78;2.15;5;1.52;2.82;0;50
Or46;Or;W1547 2-pan 9;Asia;Wild;Montpellier - France;1;3;3;12.52;8;5.24;1.79;2;1.1;1.92;0;42
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;1;1;13.23;9;8.09;1.65;4;1.38;2.32;0;66
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;1;2;12.79;9;7.75;1.6;6;1.62;1.5;0;54
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;1;3;11.71;9;8.27;1.46;5;1.52;1.7;0;63
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;2;1;11;8;9.34;1.57;8;2.27;1.14;0;72
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;2;2;12.97;9;8.52;1.62;7;1.69;1.25;0;69
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;2;3;13;8;8.95;1.86;7;2.06;1.85;0;68
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;3;1;10.19;9;8.13;1.27;7;1.36;1.97;0;72
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;3;2;11.99;10;9.29;1.33;13;1.98;1.23;0;104
Or47;Or;W1699;Asia;Wild;Montpellier - France;1;3;3;11.41;9;7.63;1.43;3;1.32;1.75;0;57
